"","x"
"2590","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"2591","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"2592","@RogueUAPTF @MarkWarner @marcorubio Nothing will happen.
If so many people were fooled with or are okay with the US… https://t.co/ZeCw201dLb"
"2593","RT @svdate: Ashli Babbitt would be alive right now if Donald Trump had not lied about the election having been stolen from him. 

So would…"
"2594","RT @jennycohn1: 7/ The same month, Senator Harry Reid called on Comey to “resign for withholding information revealed in CIA report that Ru…"
"2595","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"2596","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"2597","RT @HamillHimself: Promotes ""Stop the Steal"" for months on social-media Incites the crowd in a speech at the event
Tells GA Secretary of St…"
"2598","RT @nycsouthpaw: Who exactly did this? https://t.co/JsHZ2jXE5i https://t.co/49I1qVdUku"
"2599","RT @DwightEvansPA: Disgraceful actions from Rep. Perry and he should be ashamed of himself. #resignPerry 

https://t.co/dnLwtopJFH"
"2600","RT @guano_col: @KarenEDeering @Beachbumjules @donwinslow We can't sleep - we are literally one election away from fascism.  We MUST gain mo…"
"2601","RT @MollyJongFast: Oh wow, they really did try to coup https://t.co/hHYTF6wmcQ"
"2602","RT @nycsouthpaw: Who exactly did this? https://t.co/JsHZ2jXE5i https://t.co/49I1qVdUku"
"2603","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"2604","RT @country_gigi: @JohnCornyn Whats right for the country is truthfulness!
Acknowledging it was a fair election.
If there's another preside…"
"2605","RT @Shivkant001: Aspirants of Up chosen u because u was the best option before them in Election. But u have not fulfilled your promise sir.…"
"2606","RT @ejeancarroll: Is this the foul chump who dreamed up the idea of giving my case to the DOJ?  Jeff Clark signed the motion the VERY day T…"
"2607","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"2608","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"2609","RT @EricHolder: There must be accountability/consequences for all those who participated in the effort to subvert our democracy. This is no…"
"2610","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"2611","RT @GMShivers: In case you had any doubts the US election was anything but the safest most secure election in history, first bill being pas…"
"2612","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"2613","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"2614","RT @BillKristol: When Barr left Dec. 23, I said I was alarmed about Trump and DOJ, and I wasn’t confident Rosen would stand up to illegal e…"
"2615","RT @justinjm1: Trump was toying with DOJ when he warned Raffensberger of a ""criminal offense"" if he didn't overturn Georgia's election in h…"
"2616","@DineshDSouza @AndrewPollackFL I am a proud New Mexican &amp; DID NOT vote for Biden! So many people here  really loved… https://t.co/pWUi7MCdND"
"2617","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"2618","RT @Alan__020: All the ass licking fools in the UK applauding Bidens fraudulent election win,will soon realise that the old fool hates the…"
"2619","RT @OrinKerr: This is the least important part of the Clark story, but interesting that @nytimes mentions Clark's membership in @FedSoc w/o…"
"2620","RT @guano_col: @KarenEDeering @Beachbumjules @donwinslow We can't sleep - we are literally one election away from fascism.  We MUST gain mo…"
"2621","Will the Trumper Tantrum never end? Reuters: Trump asked Justice Department to go to Supreme Court to overturn elec… https://t.co/ut79RTtGvD"
"2622","RT @EricHolder: There must be accountability/consequences for all those who participated in the effort to subvert our democracy. This is no…"
"2623","RT @DwightEvansPA: Disgraceful actions from Rep. Perry and he should be ashamed of himself. #resignPerry 

https://t.co/dnLwtopJFH"
"2624","God 1st....

 This is 2021: _The need for us to focus more on Local government election._ 

 Local governments and… https://t.co/Q7QJL2885q"
"2625","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"2626","@ZawadzkiJeff @jitterton @dcexaminer @JoeBiden If you have the attention span of a gnat, look it up yourself, or at… https://t.co/fUKs0AlFGf"
"2627","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"2628","RT @MrJonCryer: Donald Trump can never be allowed to hold elected office in the United States ever again. https://t.co/WSE5C97fAk"
"2629","Well they will want to come out to say they warned us because NIGERIA is failing and they don't want to take part i… https://t.co/vytI6oVhni"
"2630","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"2631","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"2632","RT @NorskLadyWolf: So why hasn’t Pennsylvania GOP Rep Scott Perry and Justice Department official Jeffrey Clark been arrested for sedition?…"
"2633","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"2634","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"2635","Independent journalist @EvaKBartlett reports how the US which cries ""Election Interference by Russia"" used the US e… https://t.co/mC61qXH6ET"
"2636","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"2637","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"2638","@JoeBiden plz Mr president Sir I congratulate you but here in Uganda things aren't good our one and only elect pres… https://t.co/mNbJlhgQgB"
"2639","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"2640","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"2641","LGBT politicians break barriers across US in historic election wins - The Online Citizen Asia https://t.co/9pingofvKJ"
"2642","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"2643","RT @DreamMaster1944: @StevenBeschloss I think it's time for the Justice Department to charge Trump, and all that helped him, with Sedition,…"
"2644","RT @guano_col: @KarenEDeering @Beachbumjules @donwinslow We can't sleep - we are literally one election away from fascism.  We MUST gain mo…"
"2645","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"2646","RT @CatieEdmondson: Former officials said that it was only in late December that Mr. Clark told Mr. Rosen about the introduction brokered b…"
"2647","RT @cioccolanti: Amazon demands that a group of Alabama warehouse trying to form a union be required to vote in PERSON, because mail-in vot…"
"2648","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"2649","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"2650","RT @Meidas_Damon: @malcolmkenyatta @RepScottPerry Please resign now. You did this:

Pennsylvania Lawmaker Played Key Role in Trump’s Plot t…"
"2651","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"2652","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"2653","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"2654","RT @ReportsDaNews: (@SenSchumer)
Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice…"
"2655","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"2656","RT @nycsouthpaw: Who exactly did this? https://t.co/JsHZ2jXE5i https://t.co/49I1qVdUku"
"2657","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"2658","RT @KenRoth: The European Union and the US join a growing clamor for an independent investigation into Ugandan security force election-rela…"
"2659","RT @GMShivers: In case you had any doubts the US election was anything but the safest most secure election in history, first bill being pas…"
